model,evidence,run_id,seed,best_epoch,threshold,val_accuracy,val_precision,val_recall,val_f1,val_pr_auc,val_roc_auc,val_false_positives,val_false_negatives,test_accuracy,test_precision,test_recall,test_f1,test_pr_auc,test_roc_auc,test_false_positives,test_false_negatives,train_accuracy,train_f1,train_pr_auc,train_roc_auc
HGB scalar,individual run,dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_hgb_scalar_20260906_002307,42.0,,0.4499999999999999,0.7990430622009569,0.6934306569343066,0.8715596330275229,0.7723577235772358,0.8282653489534336,0.8867359997116131,126,42,0.7997587454764777,0.6728723404255319,0.8547297297297297,0.7529761904761905,0.7781798970732767,0.877212108919426,123,43,0.881650661821957,0.8636363636363636,0.942687298465277,0.965616598844284
HGB full,individual run,dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_hgb_full_20260906_002402,42.0,,0.595,0.9043062200956936,0.8708708708708709,0.8868501529051988,0.8787878787878788,0.94827808405837,0.9653635178409424,43,37,0.893848009650181,0.8209876543209876,0.8986486486486487,0.8580645161290322,0.9224788033261396,0.9597953957710056,58,30,0.9927329353750324,0.990691489361702,0.9990361152251824,0.9993876176515532
