variant_v0,seed,run_dir_v0,epochs_run_v0,best_epoch_v0,threshold_v0,use_input_norm_v0,use_aux_branch_v0,parameter_count_v0,trainable_parameter_count_v0,train_accuracy_v0,train_f1_v0,train_pr_auc_v0,train_roc_auc_v0,val_accuracy_v0,val_f1_v0,val_pr_auc_v0,val_roc_auc_v0,val_false_positives_v0,val_false_negatives_v0,test_accuracy_v0,test_f1_v0,test_pr_auc_v0,test_roc_auc_v0,test_false_positives_v0,test_false_negatives_v0,variant_v1,run_dir_v1,epochs_run_v1,best_epoch_v1,threshold_v1,use_input_norm_v1,use_aux_branch_v1,parameter_count_v1,trainable_parameter_count_v1,train_accuracy_v1,train_f1_v1,train_pr_auc_v1,train_roc_auc_v1,val_accuracy_v1,val_f1_v1,val_pr_auc_v1,val_roc_auc_v1,val_false_positives_v1,val_false_negatives_v1,test_accuracy_v1,test_f1_v1,test_pr_auc_v1,test_roc_auc_v1,test_false_positives_v1,test_false_negatives_v1,train_accuracy_delta,train_f1_delta,train_pr_auc_delta,train_roc_auc_delta,val_accuracy_delta,val_f1_delta,val_pr_auc_delta,val_roc_auc_delta,test_accuracy_delta,test_f1_delta,test_pr_auc_delta,test_roc_auc_delta
bypass_input_norm,42,outputs/reproduce/transformer/bypass_input_norm/seed_42/dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_011459,50,38,0.725,False,False,2159181,2159169,0.905787697897742,0.88384,0.9494364184697426,0.9691709067446954,0.8983253588516746,0.8773448773448773,0.9396157202297876,0.9619509381590092,62,23,0.8721351025331725,0.8369230769230769,0.8896933582013677,0.944158511231682,82.0,24.0,selected_aux,outputs/reproduce/transformer/selected_aux/seed_42/dataset_kepler_v1_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_023042,30,18,0.7449999999999999,False,True,2188941,2188929,0.9527640799377108,0.9397350993377483,0.9820784739506204,0.989846168648514,0.9318181818181818,0.912442396313364,0.9724930061259608,0.9816513761467892,27,30,0.919179734620024,0.8903436988543372,0.9579026817230838,0.9760914760914762,43.0,24.0,0.0469763820399687,0.0558950993377483,0.0326420554808777,0.0206752619038186,0.0334928229665071,0.0350975189684867,0.032877285896173,0.0197004379877797,0.0470446320868516,0.0534206219312602,0.068209323521716,0.0319329648597942
bypass_input_norm,43,outputs/reproduce/transformer/bypass_input_norm/seed_43/dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_012744,69,57,0.635,False,False,2159181,2159169,0.9151310667012718,0.8966171356307303,0.9609443239016824,0.9761884009576256,0.9043062200956936,0.8853868194842407,0.9494695289679662,0.9667273481011516,62,18,0.8757539203860072,0.8408037094281299,0.8923303629809505,0.9482975001267684,79.0,24.0,selected_aux,outputs/reproduce/transformer/selected_aux/seed_43/dataset_kepler_v1_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_023812,40,28,0.8949999999999999,False,True,2188941,2188929,0.9615883726966,0.950960901259112,0.981025452936925,0.991887914787166,0.9389952153110048,0.9233082706766916,0.9749136970392608,0.983171416040326,31,20,0.9324487334137516,0.9075907590759076,0.9599721647447362,0.9777806652806652,35.0,21.0,0.0464573059953282,0.0543437656283817,0.0200811290352425,0.0156995138295402,0.0346889952153111,0.037921451192451,0.0254441680712946,0.0164440679391744,0.0566948130277443,0.0667870496477777,0.0676418017637857,0.0294831651538969
bypass_input_norm,44,outputs/reproduce/transformer/bypass_input_norm/seed_44/dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_014521,56,44,0.3899999999999999,False,False,2159181,2159169,0.9029327796522192,0.880891719745223,0.9418860988681392,0.965348610820264,0.8911483253588517,0.8694404591104734,0.9277361563634368,0.9537319082208324,67,24,0.8636911942098915,0.8269525267993875,0.8696108394509183,0.9360453323867958,87.0,26.0,selected_aux,outputs/reproduce/transformer/selected_aux/seed_44/dataset_kepler_v1_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_024816,32,20,0.705,False,True,2188941,2188929,0.960550220607319,0.9506172839506172,0.9837957912389294,0.9910596138934952,0.9294258373205742,0.9125925925925926,0.9723657292520296,0.9823182711198428,40,19,0.919179734620024,0.8941548183254344,0.9618960060836684,0.9786205060595304,54.0,13.0,0.0576174409550999,0.0697255642053943,0.0419096923707902,0.0257110030732311,0.0382775119617224,0.0431521334821192,0.0446295728885925,0.0285863628990102,0.0554885404101326,0.0672022915260469,0.0922851666327501,0.0425751736727347
bypass_input_norm,45,outputs/reproduce/transformer/bypass_input_norm/seed_45/dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_015937,57,45,0.7549999999999999,False,False,2159181,2159169,0.9063067739423826,0.8841835097850498,0.9490553512191008,0.9685405547663384,0.90311004784689,0.8820960698689956,0.9339517986015206,0.9585503746027167,57,24,0.8745476477683957,0.8395061728395061,0.8905627963504582,0.9437211601845747,80.0,24.0,selected_aux,outputs/reproduce/transformer/selected_aux/seed_45/dataset_kepler_v1_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_025621,20,8,0.835,False,True,2188941,2188929,0.9392681027770567,0.9240752757949384,0.9710539451123734,0.9824095717285368,0.9342105263157896,0.918032786885246,0.9654713204639586,0.9790859333225188,36,19,0.9143546441495778,0.8864,0.964340952252718,0.9803255413011512,52.0,19.0,0.0329613288346742,0.0398917660098885,0.0219985938932727,0.0138690169621984,0.0311004784688995,0.0359367170162503,0.031519521862438,0.020535558719802,0.0398069963811821,0.0468938271604938,0.0737781559022598,0.0366043811165763
bypass_input_norm,46,outputs/reproduce/transformer/bypass_input_norm/seed_46/dataset_kepler_v0_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_021359,67,55,0.4799999999999999,False,False,2159181,2159169,0.9094212302102258,0.8854611092878241,0.9558514322526576,0.9713026425260488,0.9043062200956936,0.8809523809523809,0.9374739756404588,0.9617166237090176,49,31,0.8841978287092883,0.8485804416403786,0.8873673455042395,0.945565640687592,69.0,27.0,selected_aux,outputs/reproduce/transformer/selected_aux/seed_46/dataset_kepler_v1_target10000_g200_l100_gw0.5_lwm4.0_bls1_seed42_transformer_20260906_030128,25,13,0.82,False,True,2188941,2188929,0.9488710096029068,0.9353037766830872,0.9781573467552032,0.9873188180228312,0.9330143540669856,0.9154078549848944,0.9659076630072672,0.9782688367789574,32,24,0.9276236429433052,0.9025974025974026,0.9590434898131892,0.979444500785964,42.0,18.0,0.039449779392681,0.0498426673952629,0.0223059145025456,0.0160161754967824,0.0287081339712919,0.0344554740325133,0.0284336873668084,0.0165522130699398,0.0434258142340169,0.054016960957024,0.0716761443089497,0.0338788600983722
